Idade;Menor de 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais
Óbitos_externas;74;50;34;57;667;2626;1526;1162;926;778;612;677
 ;;;;;;;;;;;;
