Idade;Menor de 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais
Óbitos_externas;82;43;14;35;93;260;252;248;250;372;486;1117
 ;;;;;;;;;;;;
